Name,City,Specialization,Hospital,description 
Asst. Prof. Dr. Naveed Haider,LAHORE,"Pediatric Surgeon, Pediatrician","Omar Hospital &amp; Cardiac Centre (Johar Town), Johar Town, Lahore","Pediatric Surgeon, Pediatrician"
Assoc. Prof. Dr. Alia Ahmad,LAHORE,Pediatrician,"Hameedah Memorial Hospital, Valencia Housing Society, Lahore",Pediatrician
Prof. Dr. Shabir Ahmad,LAHORE,Pediatrician,"CMA Healthcare Complex, Lake City, Lahore",Pediatrician
Prof. Dr. Muhammad Khalid Masood,LAHORE,Pediatrician,"Iqraa Medical Complex Ext Hospital, Johar Town, Lahore",Pediatrician
Dr. Fatima Rahman,LAHORE,Pediatrician,"APDC Anjum Polyclinic and Diagnostic Center, Wapda town phase 1, Lahore",Pediatrician
Prof. Dr. Muhammad Rafique,LAHORE,Pediatrician,"Evercare Hospital, Nespak Housing Scheme, Lahore",Pediatrician
Dr. Tariq Rafiq Khan,LAHORE,Pediatrician,"Dr Tariq Rafiq Hospital, Faisal Town, Lahore",Pediatrician
Asst. Prof. Dr. Mujahid Israr,LAHORE,"Gastroenterologist, Liver Specialist, General Physician, Internal Medicine Specialist","Ikram Hospital, Marghzar Colony, Gujrat","Gastroenterologist, Liver Specialist, General Physician, Internal Medicine Specialist"
Dr. Muhammad Nouman Anjum,LAHORE,"General Practitioner, Internal Medicine Specialist, Diabetologist, Family Medicine","Home Visits Lahore, Lahore, Lahore","General Practitioner, Internal Medicine Specialist, Diabetologist, Family Medicine"
Dr. Waqas Gondal,LAHORE,General Physician,"Home Visits Lahore, Lahore, Lahore",General Physician
Dr. Muhammad Taimour,LAHORE,"Pulmonologist / Lung Specialist, General Physician, Diabetologist","AMT Medical and Dental Centre, DHA Phase 4, Lahore","Pulmonologist / Lung Specialist, General Physician, Diabetologist"
Asst. Prof. Dr. Fahmina Ashfaq,LAHORE,"Internal Medicine Specialist, General Physician, Gastroenterologist, Diabetologist, Family Medicine","Naseer Hospital, Garden Town, Lahore","Internal Medicine Specialist, General Physician, Gastroenterologist, Diabetologist, Family Medicine"
Dr. Asim Allah Bakhsh,LAHORE,"Family Medicine, General Physician, Internal Medicine Specialist","KS Medical Centre, Johar Town, Lahore","Family Medicine, General Physician, Internal Medicine Specialist"
Dr. Abid Ali Bhatti,LAHORE,General Physician,"Dr Rai Abid Ali Bhatti, Manga Mandi, Lahore",General Physician
Prof. Dr. Talat Naheed,LAHORE,"General Physician, Internal Medicine Specialist, Gastroenterologist, Diabetologist","Hameed Latif Hospital, Garden Town, Lahore","General Physician, Internal Medicine Specialist, Gastroenterologist, Diabetologist"
Dr. Ahmad Nadeem,LAHORE,"Sexologist, General Physician","Al Aziz Clinic, DHA Phase 1, Lahore","Sexologist, General Physician"
Dr. Maryam Sultan,LAHORE,General Physician,"Central Park Teaching Hospital, Kahna, Lahore",General Physician
Prof. Dr. Javed Akram,LAHORE,"General Physician, Internal Medicine Specialist","Akram Medical Complex Hospital, Gulberg, Lahore","General Physician, Internal Medicine Specialist"
Assoc. Prof. Dr. Somia Iqtadar,LAHORE,"Internal Medicine Specialist, General Physician","Cardiomed Clinic, Allama Iqbal Town, Lahore","Internal Medicine Specialist, General Physician"
Assoc. Prof. Dr. Adil Manzoor,LAHORE,Nephrologist,"Pakistan Kidney and Liver Institute (PKLI), DHA Phase 6, Lahore",Nephrologist
Prof. Dr. Salman Tahir Shafi,LAHORE,Nephrologist,"Farooq Hospital (Westwood Branch), Thokar Niaz Baig, Lahore",Nephrologist
Dr. Muhammad Ahad Qayyum,LAHORE,Nephrologist,"Ammar Medical Complex Hospital, Jail Road, Lahore",Nephrologist
Assoc. Prof. Dr. Fowad Shahzad,LAHORE,"Nephrologist, Nephrologist, Diabetologist","Doctors Hospital Medical Center, johar town, Lahore","Nephrologist, Nephrologist, Diabetologist"
Assoc. Prof. Dr. Zahid Rafique,LAHORE,Nephrologist,"National Hospital &amp; Medical Centre, DHA Defence, Lahore",Nephrologist
Dr. Nauman Butt,LAHORE,Nephrologist,"Hussain Memorial Hospital, Sodiwal Samanabad, Lahore",Nephrologist
Prof. Dr. Ibad Ur Rehman,LAHORE,Nephrologist,"Mid City Hospital, Jail Road, Lahore",Nephrologist
Dr. Hafiz Bilal Rasool Ramay,LAHORE,"Nephrologist, Diabetologist, Medical Specialist","Ramay Clinic, Bedian Road, Lahore","Nephrologist, Diabetologist, Medical Specialist"
Dr. Hameed Tajamal Khan,LAHORE,Nephrologist,"Doctors Hospital, Johar Town, Lahore",Nephrologist
Dr. Muhammad Aamir,LAHORE,Nephrologist,"Hameed Latif Hospital, Garden Town, Lahore",Nephrologist
Dr. Maria Yaseen,LAHORE,Nephrologist,"Rai Ali Nawaz Foundation Hospital, Chichawatni, Chichawatni",Nephrologist
Dr. Iftikhar Ahmad,LAHORE,Nephrologist,"Drifty Nephrology and Medical Care Centre, Faisal Town, Lahore",Nephrologist
Assoc. Prof. Dr. Muhammad Farooq,LAHORE,"Urologist, Sexologist, Andrologist","Farooq Urology Clinic, Samanabad, Lahore","Urologist, Sexologist, Andrologist"
Dr. Muhammad Haris Burki,LAHORE,Sexologist,"Carewell consultant Chamber, Bahria Town, Lahore",Sexologist
Dr. Mehmood Khan,LAHORE,Sexologist,"Doctors plaza, New Town, Mirpur Khas",Sexologist
Dr. Rohina Gul,LAHORE,Sexologist,"Hameed Latif Hospital, Garden Town, Lahore",Sexologist
Dr. Samra Amin,LAHORE,"Andrologist, Sexologist","Samra Amin Medical Center, DHA Phase 8, Lahore","Andrologist, Sexologist"
Prof. Dr. Khizer Hayat Gondal,LAHORE,"Urologist, Sexologist, Andrologist","Doctors Hospital, Johar Town, Lahore","Urologist, Sexologist, Andrologist"
Prof. Dr. Fawad Nasrullah,LAHORE,"Urologist, Sexologist, Urologist, Endourologist, Andrologist","Chughtai Medical Center Johar Town, Johar Town, Lahore","Urologist, Sexologist, Urologist, Endourologist, Andrologist"
Dr. Saleem Malik,LAHORE,"Urologist, Sexologist, Andrologist","Alim khatoon Medicare, Green Town, Lahore","Urologist, Sexologist, Andrologist"
Dr. Hafiz Abdul Momin,LAHORE,"Urologist, Sexologist, Andrologist","Bajwa Hospital &amp; Cardiac Center, Allama Iqbal Town, Lahore","Urologist, Sexologist, Andrologist"
Dr. Ahmad Nadeem,LAHORE,"Sexologist, General Physician","Al Aziz Clinic, DHA Phase 1, Lahore","Sexologist, General Physician"
Prof. Dr. Muhammad Irfan Nazir,LAHORE,"Urologist, Sexologist, Andrologist","Doctors Hospital, Johar Town, Lahore","Urologist, Sexologist, Andrologist"
Dr.Muhammad Danial Sohail,LAHORE,"Psychologist, Sexologist, Counselor, Child Psychologist","counselordanial.com, Shadman 2, Lahore","Psychologist, Sexologist, Counselor, Child Psychologist"
Assoc. Prof. Dr. Bakht Aziz,LAHORE,"Ent Surgeon, Ent Specialist","National Hospital &amp; Medical Centre, DHA Defence, Lahore","Ent Surgeon, Ent Specialist"
Dr. Faiza Bajwa,LAHORE,Ent Specialist,No Address Available,Ent Specialist
Prof. Dr. Muhammad Riaz Chaudhry,LAHORE,"Ent Surgeon, Ent Specialist","Latif Hospital, Johar Town, Lahore","Ent Surgeon, Ent Specialist"
Asst. Prof. Dr. Tarique Ali Sheikh,LAHORE,"Ent Specialist, Ent Surgeon","Sharif Medical Complex Hospital, Kasur City, Kasur","Ent Specialist, Ent Surgeon"
Prof. Dr. Ayub Ahmad Khan,LAHORE,"Ent Specialist, Ent Surgeon, Ent Specialist","Surgimed Hospital, Gulberg 4, Lahore","Ent Specialist, Ent Surgeon, Ent Specialist"
Dr. Khurshid Alam,LAHORE,"Ent Surgeon, Ent Specialist","Doctors Hospital, Johar Town, Lahore","Ent Surgeon, Ent Specialist"
Prof. Dr. Shiraz Aslam,LAHORE,"Ent Surgeon, Ent Specialist","Gulberg ENT Clinic, Gulberg 3, Lahore","Ent Surgeon, Ent Specialist"
Asst. Prof. Dr. Syed Muzahir Hussain,LAHORE,Ent Specialist,"Niazi Hospital, Johar Town, Lahore",Ent Specialist
Assoc. Prof. Dr. Najaf Abbas,LAHORE,Ent Specialist,"Fatima Memorial Hospital Executive Clinic, Shadman 1, Lahore",Ent Specialist
Asst. Prof. Dr. Samar Zehra,LAHORE,Ent Specialist,"Bashir Medical center, Walton Road, Lahore",Ent Specialist
Dr. Syed Qasim Jafri,LAHORE,Ent Specialist,"Noor Hospital, Ferozepur Road, Lahore",Ent Specialist
Dr. Sehrish Fayyaz,LAHORE,Ent Specialist,"Halcyon Medical Centre, Gulberg 2, Lahore",Ent Specialist
Prof. Dr. Huma Kayani,LAHORE,"Eye Surgeon, Eye Specialist","Dr. Huma Kayani,s Clinic, Gulberg 2, Lahore","Eye Surgeon, Eye Specialist"
Dr. Amna Rizwan,LAHORE,"Eye Specialist, Eye Surgeon","Wahdat clinic, Wahdat Road, Lahore","Eye Specialist, Eye Surgeon"
Asst. Prof. Dr. Nabeel Iqbal,LAHORE,"Eye Surgeon, Eye Specialist","VisionX Laser and eye clinic, Khayaban e Jinnah, Lahore","Eye Surgeon, Eye Specialist"
Assoc. Prof. Dr. Syed Abdullah Mazhar,LAHORE,"Eye Surgeon, Eye Specialist","Syed Eye and Children Clinic, Sabzazar Housing Scheme Phase 1 &amp; 2, Lahore","Eye Surgeon, Eye Specialist"
Dr. Muhammad Sohail Shehzad,LAHORE,Eye Surgeon,"Eye &amp; Retina Hospital, Faisal Town, Lahore",Eye Surgeon
Dr. Muhammad Imran,LAHORE,Eye Surgeon,"Liver Clinic (Muslim Town), Muslim Town, Lahore",Eye Surgeon
Dr. Faisal Iqbal,LAHORE,"Eye Surgeon, Eye Specialist","Ittefaq hospital, Model Town, Lahore","Eye Surgeon, Eye Specialist"
Prof. Dr. Muhammad Suhail Sarwar,LAHORE,"Eye Surgeon, Eye Specialist","Suhail Eye Hospital, DHA, Lahore","Eye Surgeon, Eye Specialist"
Dr. Rashid Nawaz,LAHORE,Eye Surgeon,"Novimed Specialist Clinic, DHA Defence, Lahore",Eye Surgeon
Dr. Brig R Abdul Rafe,LAHORE,"Eye Surgeon, Eye Specialist, Internal Medicine Specialist","Health Care Hospital, Bedian Road, Lahore","Eye Surgeon, Eye Specialist, Internal Medicine Specialist"
Dr. Brig R Muhammad Manzoor Awan,LAHORE,Eye Surgeon,"Surgimed Hospital, Gulberg 4, Lahore",Eye Surgeon
Dr. Brig R Junaid Afsar Khan,LAHORE,Eye Surgeon,"Surgimed Hospital, Gulberg 4, Lahore",Eye Surgeon
Dr. Mohammad Abid,LAHORE,Neuro Surgeon,"Central Park Teaching Hospital, Kahna, Lahore",Neuro Surgeon
Asst. Prof. Dr. Nazir Ahmed,LAHORE,Neuro Surgeon,"Farooq Hospital (Westwood Branch), Thokar Niaz Baig, Lahore",Neuro Surgeon
Dr. Khawar Anwar,LAHORE,Neuro Surgeon,"Siddique Family Hospital, Rahwali Cantt, Gujranwala",Neuro Surgeon
Prof. Dr. Syed Shahzad Hussain Shah,LAHORE,Neuro Surgeon,"Doctors Hospital, Johar Town, Lahore",Neuro Surgeon
Prof. Dr. Nasir Raza Awan,LAHORE,Neuro Surgeon,"SpinaCure, Gulberg 3, Lahore",Neuro Surgeon
Dr. Ghulam Dastgir,LAHORE,Neuro Surgeon,"Farooq Hospital DHA Lahore, DHA, Lahore",Neuro Surgeon
Dr. Mubashir Malik,LAHORE,Neuro Surgeon,"Masood Hospital, Garden Town, Lahore",Neuro Surgeon
Asst. Prof. Dr. Usman Ahmad Kamboh,LAHORE,Neuro Surgeon,"Iqra Medical Complex Hospital, Johar Town, Lahore",Neuro Surgeon
Dr. Hassan Ali Khosa,LAHORE,Neuro Surgeon,"Saira Memorial Hospital, Model Town, Lahore",Neuro Surgeon
Dr. Talha Abbas Awan,LAHORE,Neuro Surgeon,"Surraya Azeem Hospital, Chauburji, Lahore",Neuro Surgeon
Dr. Syed Ahmed Ali Hassan,LAHORE,Neuro Surgeon,"Evercare Hospital, Nespak Housing Scheme, Lahore",Neuro Surgeon
Dr. Waqas Mehdi,LAHORE,Neuro Surgeon,"Mid City Hospital, Jail Road, Lahore",Neuro Surgeon
Dr. Ghulam Mujtaba,MULTAN,Dermatologist,"Khan Medical City Hospital, Al Rahim Colony, Multan",Dermatologist
Dr. Col R Muhammad Farooq,MULTAN,Dermatologist,"skin and Hair clinic, Nagana Chowk, Multan",Dermatologist
Asst. Prof. Dr. Kalsoom Jawaid,MULTAN,Dermatologist,"South Punjab Hospital, Suraj Miani Road, Multan",Dermatologist
Dr. Qaisar Ansari,MULTAN,Dermatologist,"Hussain Hospital, Al Rahim Colony, Multan",Dermatologist
Dr. Aamina Iqbal,MULTAN,Dermatologist,"Skinuvia The Skin Clinic, Suraj Miani Road, Multan",Dermatologist
Dr. Ayesha Aezaz,MULTAN,Dermatologist,"A&amp;M AESTHETICS AND LASER CLINIC, Jail Rd, Multan",Dermatologist
Dr. Abdullah Naveed,MULTAN,Dermatologist,"Haleema Hospital, Al Rahim Colony, Multan",Dermatologist
Dr. Muhammad Farooq Khan,MULTAN,Dermatologist,"Dr Muhammad Farooq Khan Skin Specialist, Nishtar Road, Multan",Dermatologist
Dr. Sadaf Faisal,MULTAN,Dermatologist,"Derma Clinic, Khanewal road, Multan",Dermatologist
Dr. Amna Abid,MULTAN,Dermatologist,"Multan Clinics, Bosan Rd, Sabzazar Colony, Multan",Dermatologist
Dr. Sehrish Aftab,MULTAN,Dermatologist,No Address Available,Dermatologist
Dr. Leena Hafeez,MULTAN,Dermatologist,"Hope Nic 1 Child Care complex, Jamilabad Colony, Multan",Dermatologist
Prof. Dr. Muhammad Fahad Saleem,MULTAN,Neurologist,"Minds Clinic, Phase 1, Multan",Neurologist
Dr. Naveed Javed,MULTAN,"Psychiatrist, Neurologist","National Diagnostic Center., Suraj Miani Road, Multan","Psychiatrist, Neurologist"
Dr. Zeeshan Farooq,MULTAN,Neurologist,"Shabana Farooq Medical Center, Multan, Multan",Neurologist
Dr. Meer Wasiq Buzdar,MULTAN,Neurologist,"Meer Wasiq Buzdar Clinic, Al Rahim Colony, Multan",Neurologist
Dr. Muhammad Hamza Khan,MULTAN,General Practitioner,"Medicare Hospital, Altaf Town, Multan",General Practitioner
Dr. Jibran Akram,MULTAN,Neurologist,"Haleema Hospital Complex, Al Rahim Colony, Multan",Neurologist
Dr. Ijaz Ahmad Jaffar,MULTAN,Neurologist,No Address Available,Neurologist
Dr. Hafiz Zeshan Karim,MULTAN,Neurologist,"Multan Hospital, shujabad road, Multan",Neurologist
Dr. Rana Umair Zafar,MULTAN,Neurologist,"Fatima Medical Centre, Rasheed Abad, Multan",Neurologist
Dr. Noreen Akhtar Rana,MULTAN,Gynecologist,"Al Shifa Surgical Hospital DG Khan, jampur Road, Dera Ghazi Khan",Gynecologist
Asst. Prof. Dr. Humaira Imran,MULTAN,Gynecologist,"Bakhtawar Amin Hospital, Northern Bypass Road, Multan",Gynecologist
Dr. Shagufta Faraz,MULTAN,Gynecologist,"Fatima Memorial Clinic, Shah Rukn-e-Alam Colony, Multan",Gynecologist
Dr. Rabia Bhatti,MULTAN,Gynecologist,"Gulgasht Hospital, North Gulgasht Colony, Multan",Gynecologist
Asst. Prof. Dr. Amna Aziz,MULTAN,Gynecologist,"Qaisrani Medical Center, Jinnah Town, Multan",Gynecologist
Dr. Mahvish Javed,MULTAN,Gynecologist,"Multan Hospital, shujabad road, Multan",Gynecologist
Dr. Abroo Shahnaz,MULTAN,Gynecologist,"Mukhtar A Sheikh Hospital, Shah Rukn E Alam Town, Multan",Gynecologist
Dr. Nadia Kanval,MULTAN,Gynecologist,"Haleema Hospital, Al Rahim Colony, Multan",Gynecologist
Dr. Major Saleha Batool Virk,MULTAN,Gynecologist,"Chugtai Medical Center, Nishtar Road, Multan",Gynecologist
Dr. Saman Naureen,MULTAN,Gynecologist,"Dr Saman Naureen, Lalazar Colony, Multan",Gynecologist
Dr. Maria Rasheed,MULTAN,Gynecologist,No Address Available,Gynecologist
Asst. Prof. Dr. Tehreem Rasheed,MULTAN,Gynecologist,No Address Available,Gynecologist
Asst. Prof. Dr. Muhammad Waqas Khan,MULTAN,"Urologist, General Surgeon, Sexologist, Andrologist","Ashraf Naseer Hospital, shah rukne alam colony, Multan","Urologist, General Surgeon, Sexologist, Andrologist"
Dr. Faizan Haider Rizvi,MULTAN,Urologist,"Children Family and Urology Clinic, Raiwind Road, Lahore",Urologist
Dr. Abdul Ghaffar,MULTAN,"Urologist, Sexologist, Andrologist","Punjab Hospital, New Multan Colony, Multan","Urologist, Sexologist, Andrologist"
Dr. Muhammad Waqas,MULTAN,Urologist,"South Punjab Hospital, Suraj Miani Road, Multan",Urologist
Dr. Ahmad Bilal,MULTAN,"Urologist, Sexologist, Andrologist","Gulgasht Hospital, North Gulgasht Colony, Multan","Urologist, Sexologist, Andrologist"
Dr. Fawad Arif,MULTAN,Urologist,"Mukhtar A Sheikh Hospital, Shah Rukn E Alam Town, Multan",Urologist
Dr. Naveed Anwar,MULTAN,"Urologist, Sexologist, Andrologist","Omer Hospital, Nishtar Road, Multan","Urologist, Sexologist, Andrologist"
Dr. Mian Muhammad Asif Nawaz,MULTAN,"Urologist, General Physician, Sexologist, Andrologist",No Address Available,"Urologist, General Physician, Sexologist, Andrologist"
Dr. Mudasir Ahmad Jamali,MULTAN,Urologist,No Address Available,Urologist
Prof. Dr. Asif Imran,MULTAN,Urologist,"Fatima Specialist Chamber, Nishtar Road, Multan",Urologist
Prof. Dr. Raiz Ahmad,MULTAN,Urologist,"City Hospital, Chah Usman Wala, Multan",Urologist
Dr. Ali Imran Zaidi,MULTAN,Urologist,"Medicare Hospital, Altaf Town, Multan",Urologist
Asst. Prof. Dr. Muhammad Farooq Shabir,MULTAN,"Gastroenterologist, Internal Medicine Specialist, Endocrinologist","Kot Addu Medical &amp; Andoscopy Centre, Kot Addu, Multan","Gastroenterologist, Internal Medicine Specialist, Endocrinologist"
Dr. Faisal Aziz,MULTAN,"Gastroenterologist, Hepatologist","Advance Gastro-Liver -Endoscopy clinic, Nishar Road, Multan","Gastroenterologist, Hepatologist"
Asst. Prof. Dr. Umair Khan Sherwani,MULTAN,"Gastroenterologist, Hepatologist","Sherwani Gastro Care - Orient Mall Multan., Khanewal Road, Multan","Gastroenterologist, Hepatologist"
Dr. Sohail Ahmed Khan,MULTAN,Gastroenterologist,"Ahmed Gastro nd Liver Clinic, Nishar Road, Multan",Gastroenterologist
Dr. Muhammad Ashfaq,MULTAN,Gastroenterologist,"M.A.S.H. Medical Centre, Gillani Colony, Multan",Gastroenterologist
Dr. Zulqarnain Haider Khan,MULTAN,Gastroenterologist,"Zeenat Medical Complex (Multan), Nishter Road, Multan",Gastroenterologist
Dr. Sultan Ahmad Khar,MULTAN,"Gastroenterologist, Hepatologist","Chenab General Hospital, Jamilabad Colony, Multan","Gastroenterologist, Hepatologist"
Dr. Mirza Waqas Baig,MULTAN,Gastroenterologist,"Care Plus Hospital, Tariq Road, Multan",Gastroenterologist
Dr. Sana Azmat,MULTAN,Gastroenterologist,No Address Available,Gastroenterologist
Dr. Shehryar Kanju,MULTAN,Gastroenterologist,"City Hospital, Chah Usman Wala, Multan",Gastroenterologist
Dr. Zubair Malghani,MULTAN,Gastroenterologist,"National Hospital, Wapda Colony, Multan",Gastroenterologist
Asst. Prof. Dr. Waseem Sarwar Malghani,MULTAN,Gastroenterologist,"Medicare Hospital, Altaf Town, Multan",Gastroenterologist
Asst. Prof. Dr. Muhammad Atiq Ul Mannan,MULTAN,Pulmonologist / Lung Specialist,"Multan Medical Complex, Suraj Miani Road, Multan",Pulmonologist / Lung Specialist
Dr. M Imran Chaudhary,MULTAN,Pulmonologist / Lung Specialist,"Chest Care Clinic, Al Rahim Colony, Multan",Pulmonologist / Lung Specialist
Dr. Malik Waseem Riaz Goraya,MULTAN,"Pulmonologist / Lung Specialist, Chest Respiratory Specialist","Islamabad Diagnostic Center IDC, Main Nishtar Road, Multan","Pulmonologist / Lung Specialist, Chest Respiratory Specialist"
Dr. Muhammad Wajahat Tariq,MULTAN,Pulmonologist / Lung Specialist,"Multan Clinic (Dr. Wajahat Tariq), punjab, Multan",Pulmonologist / Lung Specialist
Dr. Muhammad Aneel Razzaq,MULTAN,Pulmonologist / Lung Specialist,"Chugtai Medical Center, Nishtar Road, Multan",Pulmonologist / Lung Specialist
Dr. Waqar Masood Khan,MULTAN,Pulmonologist / Lung Specialist,No Address Available,Pulmonologist / Lung Specialist
Dr. Tariq Saeed Pirzada,MULTAN,Pulmonologist / Lung Specialist,"Saeed Chest Care Clinic, Hafiz Jamal Road, Multan",Pulmonologist / Lung Specialist
Dr. Masood Alam,MULTAN,Pulmonologist / Lung Specialist,"Rehman Medical Complex Hospital, Lalazar Colony, Multan",Pulmonologist / Lung Specialist
Dr. Sarmad Abdul Rahman Khan,MULTAN,Pulmonologist / Lung Specialist,"Hassan Chest Clinic (New), Nishtar Rd, Al Rahim Colony, Multan",Pulmonologist / Lung Specialist
Dr. Mohsin Farooq Rana,MULTAN,Pulmonologist / Lung Specialist,No Address Available,Pulmonologist / Lung Specialist
Dr. Muhammad Tayyab Ahmed,MULTAN,Pulmonologist / Lung Specialist,"Bakhtawar Amin Medical College And Hospital, Gulistan Housing Scheme, Multan",Pulmonologist / Lung Specialist
Dr. Naveed Ali Bahadur,MULTAN,Pulmonologist / Lung Specialist,"Seyal Center, Qadirabad, Multan",Pulmonologist / Lung Specialist
Dr. Saqib Majeed,MULTAN,Orthopedic Surgeon,"Orthopaedic Associates, Nishtar Road, Multan",Orthopedic Surgeon
Dr. Nadeem Mansha,MULTAN,Orthopedic Surgeon,"Dr Nadeem Mansha Clinic (Dost Plaza), Nishtar Road, Multan",Orthopedic Surgeon
Dr. Ahmad Khalil Khan,MULTAN,Orthopedic Surgeon,"Fatima Medical Centre, Rasheed Abad, Multan",Orthopedic Surgeon
Dr. Rao Arif Mustafa,MULTAN,Orthopedic Surgeon,"Orthopaedic Associates, Nishtar Road, Multan",Orthopedic Surgeon
Dr. Muhammad Arshad Joiya,MULTAN,Orthopedic Surgeon,"Islamabad Specialists Clinic (Nishtar Road Multan), Multan, Multan",Orthopedic Surgeon
Dr. Israr Ahmad,MULTAN,Orthopedic Surgeon,"Fatima Medical Centre, Rasheed Abad, Multan",Orthopedic Surgeon
